date,currency,usd_per_unit
2026-02-28,HKD,0.12519457
2026-03-01,HKD,0.1248273
2026-03-02,HKD,0.12465743
2026-03-03,HKD,0.12464754
2026-03-04,HKD,0.12487617
2026-03-05,HKD,0.12522408
2026-03-06,HKD,0.12531848
2026-03-07,HKD,0.12493092
2026-03-08,HKD,0.12513543
2026-03-09,HKD,0.1253609
2026-03-10,HKD,0.12556092
2026-03-11,HKD,0.1249376
2026-03-12,HKD,0.12483663
2026-03-13,HKD,0.12421611
2026-03-14,HKD,0.12453348
2026-03-15,HKD,0.12474536
2026-03-16,HKD,0.12519579
2026-03-17,HKD,0.12542958
2026-03-18,HKD,0.12551731
2026-03-19,HKD,0.12609574
2026-03-20,HKD,0.12613206
2026-03-21,HKD,0.12601838
2026-03-22,HKD,0.12666375
2026-03-23,HKD,0.12652911
2026-03-24,HKD,0.12730837
2026-03-25,HKD,0.12735177
2026-03-26,HKD,0.1276046
2026-03-27,HKD,0.12802407
2026-03-28,HKD,0.12820322
2026-03-29,HKD,0.12804318
2026-03-30,HKD,0.12829397
2026-03-31,HKD,0.12848643
2026-04-01,HKD,0.12839271
2026-04-02,HKD,0.12852049
2026-04-03,HKD,0.12878205
2026-04-04,HKD,0.12901919
2026-04-05,HKD,0.1291417
2026-04-06,HKD,0.12958391
2026-04-07,HKD,0.12935699
2026-04-08,HKD,0.12901973
2026-04-09,HKD,0.12889663
2026-04-10,HKD,0.12913076
2026-04-11,HKD,0.1298501
2026-04-12,HKD,0.13020449
2026-04-13,HKD,0.13017388
2026-04-14,HKD,0.13010063
2026-04-15,HKD,0.13070327
2026-04-16,HKD,0.13068401
2026-04-17,HKD,0.13100893
2026-04-18,HKD,0.13117013
2026-04-19,HKD,0.13100738
2026-04-20,HKD,0.13107099
2026-04-21,HKD,0.13167691
2026-04-22,HKD,0.13165865
2026-04-23,HKD,0.13196982
2026-04-24,HKD,0.13218002
2026-04-25,HKD,0.13232446
2026-04-26,HKD,0.13265732
2026-04-27,HKD,0.13248269
2026-04-28,HKD,0.13268758
2026-04-29,HKD,0.13257638
2026-04-30,HKD,0.13220576
2026-05-01,HKD,0.13238568
2026-05-02,HKD,0.13215724
2026-05-03,HKD,0.13220631
2026-05-04,HKD,0.13243201
2026-05-05,HKD,0.13207965
2026-05-06,HKD,0.13238063
2026-05-07,HKD,0.13280511
2026-05-08,HKD,0.13335937
2026-05-09,HKD,0.13355663
2026-05-10,HKD,0.13337178
2026-05-11,HKD,0.13308008
2026-05-12,HKD,0.13312801
2026-05-13,HKD,0.13380846
2026-05-14,HKD,0.13378481
2026-05-15,HKD,0.13352866
2026-05-16,HKD,0.13342618
2026-05-17,HKD,0.13374539
2026-05-18,HKD,0.13427276
2026-05-19,HKD,0.13444902
2026-05-20,HKD,0.13403253
2026-05-21,HKD,0.13390981
2026-05-22,HKD,0.13377355
2026-05-23,HKD,0.13337753
2026-05-24,HKD,0.13364645
2026-05-25,HKD,0.13401886
2026-05-26,HKD,0.13337717
2026-05-27,HKD,0.13308294
2026-05-28,HKD,0.13298975
2026-05-29,HKD,0.13281178
2026-05-30,HKD,0.13300119
2026-05-31,HKD,0.13295605
2026-06-01,HKD,0.13362948
2026-06-02,HKD,0.13336489
2026-06-03,HKD,0.13413294
2026-06-04,HKD,0.13419609
2026-06-05,HKD,0.13411699
2026-06-06,HKD,0.13392655
2026-06-07,HKD,0.13444385
2026-06-08,HKD,0.13437853
2026-06-09,HKD,0.13376082
2026-06-10,HKD,0.13348222
2026-06-11,HKD,0.13391116
2026-06-12,HKD,0.13403344
2026-06-13,HKD,0.13420578
2026-06-14,HKD,0.13395255
2026-06-15,HKD,0.13377612
2026-06-16,HKD,0.13384376
2026-06-17,HKD,0.13326863
2026-06-18,HKD,0.13302114
2026-06-19,HKD,0.13279971
2026-06-20,HKD,0.13279971
2026-06-21,HKD,0.13306554
2026-06-22,HKD,0.13356198
2026-06-23,HKD,0.13341624
2026-06-24,HKD,0.13366581
2026-06-25,HKD,0.13355296
2026-06-26,HKD,0.13403763
2026-06-27,HKD,0.13434449
2026-06-28,HKD,0.13389333
2026-06-29,HKD,0.13367923
2026-06-30,HKD,0.13367406
