payment_id,payment_date,account_id,payment_type,currency,amount_local,cross_border_flag,manual_touch_flag,exception_flag,late_release_flag,repair_minutes,fee_usd,status
P005435,2026-04-01,AC0001,Local transfer,USD,6500.59,False,True,False,False,0,1.5,Completed
P005465,2026-04-01,AC0014,Local transfer,CAD,64868.42,False,False,False,False,0,1.5,Completed
P005509,2026-04-01,AC0034,Tax,USD,148806.42,False,True,False,False,0,1.5,Completed
P005546,2026-04-01,AC0017,Tax,GBP,156740.09,False,False,False,False,0,1.5,Completed
P005736,2026-04-01,AC0028,ACH,EUR,6401.54,False,False,False,False,0,1.5,Completed
P005880,2026-04-01,AC0050,Local transfer,HKD,21846.7,False,True,False,False,0,1.5,Completed
P006099,2026-04-01,AC0040,Internal transfer,AUD,35724.6,False,False,False,False,0,1.5,Completed
P006366,2026-04-01,AC0045,Tax,KRW,56752.63,False,False,False,False,0,1.5,Completed
P006414,2026-04-01,AC0038,Tax,USD,44604.1,False,False,False,False,0,1.5,Completed
P006495,2026-04-01,AC0041,Internal transfer,JPY,7228.56,False,False,False,False,0,1.5,Completed
P006603,2026-04-01,AC0038,Local transfer,USD,61555.74,False,True,False,False,0,1.5,Completed
P006967,2026-04-01,AC0031,Local transfer,USD,135129.96,False,True,False,False,0,1.5,Completed
P007012,2026-04-01,AC0033,Wire,EUR,68148.67,True,True,False,False,0,43.5,Completed
P007114,2026-04-01,AC0044,Local transfer,KRW,15197.05,False,False,False,False,0,1.5,Completed
P007156,2026-04-01,AC0003,ACH,USD,17807.24,False,False,False,False,0,1.5,Completed
P007161,2026-04-01,AC0028,ACH,EUR,6367.24,False,False,False,False,0,1.5,Completed
P007362,2026-04-01,AC0053,Local transfer,USD,10633.37,False,False,False,False,0,1.5,Completed
P007534,2026-04-01,AC0044,Local transfer,KRW,2263.03,False,False,False,False,0,1.5,Completed
P000071,2026-04-02,AC0010,Tax,USD,2180.9,False,True,True,True,58,16.5,Repaired
P000179,2026-04-02,AC0034,Local transfer,USD,20541.47,False,True,True,False,29,16.5,Repaired
P000253,2026-04-02,AC0049,ACH,USD,104833.14,False,False,False,False,0,1.5,Completed
P000321,2026-04-02,AC0023,Local transfer,EUR,23272.21,False,False,False,False,0,1.5,Completed
P000489,2026-04-02,AC0001,Wire,USD,14177.46,False,False,False,False,0,19.5,Completed
P000650,2026-04-02,AC0050,Local transfer,HKD,149448.55,False,True,False,False,0,1.5,Completed
P000877,2026-04-02,AC0053,Local transfer,USD,15712.63,False,True,True,False,36,16.5,Repaired
P000913,2026-04-02,AC0047,Wire,INR,2010.73,True,False,False,False,0,43.5,Completed
P000925,2026-04-02,AC0005,Local transfer,USD,20169.13,False,True,False,False,0,1.5,Completed
P001111,2026-04-02,AC0010,Local transfer,USD,4493.26,False,False,False,False,0,1.5,Completed
P001122,2026-04-02,AC0038,ACH,USD,2414.48,False,True,True,False,61,16.5,Repaired
P001240,2026-04-02,AC0021,Wire,EUR,57977.31,False,False,False,False,0,19.5,Completed
P001284,2026-04-02,AC0041,Local transfer,JPY,5748.28,False,False,False,False,0,1.5,Completed
P001297,2026-04-02,AC0047,Local transfer,INR,10566.36,False,False,False,False,0,1.5,Completed
P001445,2026-04-02,AC0038,Internal transfer,USD,32006.33,False,False,False,False,0,1.5,Completed
P001458,2026-04-02,AC0055,ACH,USD,13470.07,False,True,False,False,0,1.5,Completed
P001515,2026-04-02,AC0041,Local transfer,JPY,36089.52,False,False,False,False,0,1.5,Completed
P001546,2026-04-02,AC0005,Payroll,USD,2253.48,False,False,False,False,0,1.5,Completed
P001617,2026-04-02,AC0028,Tax,EUR,1013.94,False,True,False,False,0,1.5,Completed
P001681,2026-04-02,AC0028,Local transfer,EUR,2100.54,False,False,False,False,0,1.5,Completed
P001689,2026-04-02,AC0031,Internal transfer,USD,2325.93,False,True,False,True,0,1.5,Completed
P002015,2026-04-02,AC0043,Wire,JPY,8361.54,True,False,False,False,0,43.5,Completed
P002085,2026-04-02,AC0044,Internal transfer,KRW,8711.41,False,True,False,False,0,1.5,Completed
P002143,2026-04-02,AC0003,Wire,USD,49520.39,True,False,False,False,0,43.5,Completed
P002242,2026-04-02,AC0053,ACH,USD,13378.24,False,False,False,False,0,1.5,Completed
P002370,2026-04-02,AC0043,ACH,JPY,4056.99,False,True,False,False,0,1.5,Completed
P002598,2026-04-02,AC0044,Local transfer,KRW,20127.81,False,False,False,False,0,1.5,Completed
P002768,2026-04-02,AC0028,ACH,EUR,3657.42,False,False,False,False,0,1.5,Completed
P002920,2026-04-02,AC0036,ACH,SGD,39187.09,False,True,False,True,0,1.5,Completed
P003043,2026-04-02,AC0019,Internal transfer,GBP,3181.51,False,False,False,False,0,1.5,Completed
P003139,2026-04-02,AC0010,Wire,USD,13156.78,True,True,False,False,0,43.5,Completed
P004111,2026-04-02,AC0045,Internal transfer,KRW,6049.84,False,False,False,False,0,1.5,Completed
P004155,2026-04-02,AC0042,ACH,USD,30151.71,False,False,False,False,0,1.5,Completed
P004327,2026-04-02,AC0038,Local transfer,USD,1479.42,False,True,True,False,25,16.5,Repaired
P004512,2026-04-02,AC0016,Payroll,CAD,30819.14,False,True,False,False,0,1.5,Completed
P004575,2026-04-02,AC0021,Wire,EUR,12755.83,True,True,False,False,0,43.5,Completed
P004602,2026-04-02,AC0044,Wire,KRW,91561.21,True,False,False,True,0,43.5,Completed
P004902,2026-04-02,AC0028,Local transfer,EUR,9219.85,False,False,False,False,0,1.5,Completed
P005041,2026-04-02,AC0043,Local transfer,JPY,32691.65,False,False,False,False,0,1.5,Completed
P005101,2026-04-02,AC0014,Internal transfer,CAD,2318.99,False,False,False,False,0,1.5,Completed
P005291,2026-04-02,AC0047,Local transfer,INR,26325.55,False,False,False,False,0,1.5,Completed
P005332,2026-04-02,AC0018,ACH,GBP,22535.29,False,False,False,False,0,1.5,Completed
P005371,2026-04-02,AC0044,ACH,KRW,19106.33,False,True,False,False,0,1.5,Completed
P005442,2026-04-02,AC0032,Tax,EUR,25633.75,False,False,False,False,0,1.5,Completed
P005551,2026-04-02,AC0025,Local transfer,EUR,98867.05,False,False,False,False,0,1.5,Completed
P005586,2026-04-02,AC0031,ACH,USD,2697.35,False,False,False,False,0,1.5,Completed
P005627,2026-04-02,AC0021,Payroll,EUR,367524.27,False,False,True,False,29,16.5,Repaired
P005636,2026-04-02,AC0012,Local transfer,USD,1725.03,False,False,False,False,0,1.5,Completed
P005733,2026-04-02,AC0038,Local transfer,USD,5380.4,False,False,False,False,0,1.5,Completed
P005932,2026-04-02,AC0050,Wire,HKD,12919.74,True,True,False,False,0,43.5,Completed
P006019,2026-04-02,AC0001,Local transfer,USD,52772.67,False,True,False,False,0,1.5,Completed
P006149,2026-04-02,AC0047,Local transfer,INR,8335.51,False,True,True,False,74,16.5,Repaired
P006192,2026-04-02,AC0028,Local transfer,EUR,30927.98,False,True,False,False,0,1.5,Completed
P006236,2026-04-02,AC0044,Local transfer,KRW,5503.58,False,False,False,False,0,1.5,Completed
P006244,2026-04-02,AC0033,Internal transfer,EUR,23780.71,False,True,False,False,0,1.5,Completed
P006452,2026-04-02,AC0053,Payroll,USD,2999.43,False,False,False,False,0,1.5,Completed
P006636,2026-04-02,AC0035,Local transfer,SGD,17772.93,False,True,False,False,0,1.5,Completed
P006715,2026-04-02,AC0044,Tax,KRW,16121.01,False,False,False,False,0,1.5,Completed
P006737,2026-04-02,AC0044,Local transfer,KRW,35533.69,False,False,False,False,0,1.5,Completed
P006802,2026-04-02,AC0010,Payroll,USD,50075.52,False,False,False,False,0,1.5,Completed
P007240,2026-04-02,AC0053,ACH,USD,17631.93,False,False,False,False,0,1.5,Completed
P007290,2026-04-02,AC0005,Tax,USD,64917.12,False,True,False,False,0,1.5,Completed
P007367,2026-04-02,AC0021,Wire,EUR,26681.56,True,False,True,True,44,58.5,Repaired
P007487,2026-04-02,AC0025,ACH,EUR,19652.69,False,False,True,False,57,16.5,Repaired
P000224,2026-04-03,AC0015,Tax,CAD,31907.31,False,False,False,False,0,1.5,Completed
P000256,2026-04-03,AC0014,ACH,CAD,1765.91,False,False,False,False,0,1.5,Completed
P000300,2026-04-03,AC0027,Tax,EUR,31788.62,False,False,False,False,0,1.5,Completed
P000741,2026-04-03,AC0017,ACH,GBP,36491.98,False,True,False,False,0,1.5,Completed
P000816,2026-04-03,AC0033,Local transfer,EUR,6153.57,False,True,False,False,0,1.5,Completed
P000893,2026-04-03,AC0041,Local transfer,JPY,61507.34,False,False,False,False,0,1.5,Completed
P000958,2026-04-03,AC0031,Local transfer,USD,8643.7,False,False,False,False,0,1.5,Completed
P000965,2026-04-03,AC0025,Payroll,EUR,78222.04,False,False,False,False,0,1.5,Completed
P001107,2026-04-03,AC0017,Tax,GBP,101641.07,False,True,False,True,0,1.5,Completed
P001272,2026-04-03,AC0028,ACH,EUR,11370.46,False,False,False,False,0,1.5,Completed
P001276,2026-04-03,AC0053,Tax,USD,117341.13,False,False,False,False,0,1.5,Pending
P001290,2026-04-03,AC0041,Local transfer,JPY,43173.27,False,False,False,False,0,1.5,Completed
P001500,2026-04-03,AC0043,Wire,JPY,9705.83,True,True,False,False,0,43.5,Completed
P001664,2026-04-03,AC0017,Wire,GBP,4468.5,False,True,False,False,0,19.5,Completed
P001806,2026-04-03,AC0021,ACH,EUR,34753.86,False,True,True,False,65,16.5,Repaired
P001993,2026-04-03,AC0028,Tax,EUR,36102.83,False,False,False,False,0,1.5,Completed
P002112,2026-04-03,AC0028,ACH,EUR,2329.35,False,False,False,False,0,1.5,Completed
P002167,2026-04-03,AC0005,Wire,USD,36804.29,True,True,True,False,38,58.5,Repaired
P002205,2026-04-03,AC0003,Local transfer,USD,15415.7,False,False,False,False,0,1.5,Completed
P002438,2026-04-03,AC0038,Internal transfer,USD,5984.93,False,False,False,False,0,1.5,Completed
P002459,2026-04-03,AC0005,Wire,USD,112803.82,True,False,False,False,0,43.5,Completed
P002484,2026-04-03,AC0028,ACH,EUR,12328.62,False,True,False,False,0,1.5,Completed
P002517,2026-04-03,AC0051,ACH,HKD,18178.89,False,False,False,False,0,1.5,Completed
P002673,2026-04-03,AC0028,Wire,EUR,19135.69,True,False,True,False,52,58.5,Repaired
P002721,2026-04-03,AC0032,Local transfer,EUR,1734.57,False,True,False,False,0,1.5,Completed
P002738,2026-04-03,AC0034,Internal transfer,USD,39114.45,False,True,False,True,0,1.5,Completed
P002753,2026-04-03,AC0055,Local transfer,USD,761.96,False,False,True,False,57,16.5,Repaired
P002882,2026-04-03,AC0039,Tax,AUD,11576.34,False,False,False,False,0,1.5,Completed
P002919,2026-04-03,AC0044,ACH,KRW,20339.64,False,False,False,False,0,1.5,Completed
P003091,2026-04-03,AC0002,Local transfer,USD,6814.33,False,False,False,False,0,1.5,Completed
P003385,2026-04-03,AC0043,ACH,JPY,1012.64,False,False,False,False,0,1.5,Completed
P003395,2026-04-03,AC0027,Local transfer,EUR,1613.51,False,False,False,False,0,1.5,Completed
P003436,2026-04-03,AC0005,ACH,USD,49318.18,False,False,False,False,0,1.5,Completed
P003525,2026-04-03,AC0048,Local transfer,INR,23692.86,False,False,False,False,0,1.5,Completed
P003540,2026-04-03,AC0038,Local transfer,USD,19073.28,False,False,False,False,0,1.5,Completed
P003587,2026-04-03,AC0035,Wire,SGD,26855.88,True,False,False,False,0,43.5,Completed
P003815,2026-04-03,AC0005,Wire,USD,19326.56,False,False,False,False,0,19.5,Completed
P004096,2026-04-03,AC0050,ACH,HKD,8895.27,False,True,False,False,0,1.5,Completed
P004103,2026-04-03,AC0001,ACH,USD,29532.02,False,False,False,False,0,1.5,Completed
P004304,2026-04-03,AC0052,Local transfer,HKD,11984.9,False,False,False,False,0,1.5,Completed
P004319,2026-04-03,AC0044,Payroll,KRW,58097.44,False,True,False,False,0,1.5,Completed
P004356,2026-04-03,AC0012,Local transfer,USD,1818.29,False,False,False,False,0,1.5,Completed
P005073,2026-04-03,AC0012,Local transfer,USD,6978.22,False,False,False,False,0,1.5,Completed
P005081,2026-04-03,AC0025,Internal transfer,EUR,4638.71,False,False,False,False,0,1.5,Completed
P005084,2026-04-03,AC0044,Payroll,KRW,12868.34,False,False,False,False,0,1.5,Completed
P005168,2026-04-03,AC0026,Tax,USD,204649.1,False,False,False,False,0,1.5,Completed
P005796,2026-04-03,AC0033,Local transfer,EUR,4412.7,False,True,False,False,0,1.5,Completed
P005862,2026-04-03,AC0018,Wire,GBP,1360.39,False,False,False,False,0,19.5,Completed
P005884,2026-04-03,AC0021,Local transfer,EUR,14601.1,False,False,False,False,0,1.5,Completed
P005971,2026-04-03,AC0023,ACH,EUR,24113.8,False,False,False,False,0,1.5,Completed
P006359,2026-04-03,AC0018,Wire,GBP,843.34,False,False,False,False,0,19.5,Completed
P006365,2026-04-03,AC0034,Wire,USD,12971.6,False,False,False,False,0,19.5,Completed
P006689,2026-04-03,AC0028,Payroll,EUR,30592.99,False,False,False,False,0,1.5,Completed
P006762,2026-04-03,AC0047,ACH,INR,6528.14,False,True,False,False,0,1.5,Completed
P006832,2026-04-03,AC0018,Payroll,GBP,138192.06,False,False,False,False,0,1.5,Completed
P006981,2026-04-03,AC0030,Wire,USD,2674.77,False,False,False,False,0,19.5,Completed
P007010,2026-04-03,AC0040,ACH,AUD,5195.91,False,False,False,False,0,1.5,Completed
P007497,2026-04-03,AC0034,Wire,USD,38294.12,False,False,False,False,0,19.5,Completed
P000095,2026-04-06,AC0017,ACH,GBP,70742.06,False,True,False,False,0,1.5,Completed
P000205,2026-04-06,AC0005,Local transfer,USD,5001.43,False,False,False,False,0,1.5,Completed
P000243,2026-04-06,AC0010,Local transfer,USD,16941.73,False,False,False,False,0,1.5,Completed
P000368,2026-04-06,AC0041,Local transfer,JPY,11598.0,False,False,False,False,0,1.5,Completed
P000393,2026-04-06,AC0010,Tax,USD,4818.72,False,True,False,False,0,1.5,Completed
P000475,2026-04-06,AC0001,Local transfer,USD,3861.07,False,False,False,False,0,1.5,Completed
P000669,2026-04-06,AC0051,ACH,HKD,4164.87,False,False,False,False,0,1.5,Completed
P000823,2026-04-06,AC0053,ACH,USD,24723.26,False,False,False,False,0,1.5,Completed
P001058,2026-04-06,AC0007,Local transfer,USD,14636.36,False,False,False,False,0,1.5,Completed
P001151,2026-04-06,AC0027,ACH,EUR,2969.62,False,True,False,True,0,1.5,Completed
P001249,2026-04-06,AC0034,Wire,USD,104964.22,True,True,False,True,0,43.5,Completed
P001320,2026-04-06,AC0005,Local transfer,USD,11832.63,False,True,False,False,0,1.5,Completed
P001376,2026-04-06,AC0041,ACH,JPY,5615.83,False,True,False,False,0,1.5,Completed
P001649,2026-04-06,AC0044,ACH,KRW,6677.14,False,False,False,False,0,1.5,Completed
P002060,2026-04-06,AC0038,ACH,USD,22560.4,False,False,False,False,0,1.5,Completed
P002397,2026-04-06,AC0021,Wire,EUR,28773.01,False,True,False,False,0,19.5,Completed
P002408,2026-04-06,AC0047,Local transfer,INR,9540.7,False,False,False,False,0,1.5,Completed
P002505,2026-04-06,AC0038,Local transfer,USD,10462.62,False,False,False,False,0,1.5,Completed
P002637,2026-04-06,AC0023,Wire,EUR,6744.71,True,False,False,False,0,43.5,Completed
P002669,2026-04-06,AC0002,Local transfer,USD,34878.35,False,False,False,False,0,1.5,Completed
P002743,2026-04-06,AC0041,Local transfer,JPY,133905.4,False,True,False,False,0,1.5,Completed
P003144,2026-04-06,AC0016,ACH,CAD,1006.69,False,False,False,False,0,1.5,Completed
P003232,2026-04-06,AC0022,ACH,EUR,163500.52,False,True,False,False,0,1.5,Completed
P003482,2026-04-06,AC0038,ACH,USD,156772.97,False,False,False,False,0,1.5,Completed
P003490,2026-04-06,AC0014,ACH,CAD,10848.85,False,False,False,False,0,1.5,Completed
P003668,2026-04-06,AC0010,Local transfer,USD,2322.98,False,True,False,False,0,1.5,Completed
P003975,2026-04-06,AC0001,Wire,USD,21123.27,False,False,True,False,22,34.5,Rejected
P004087,2026-04-06,AC0007,Local transfer,USD,13402.84,False,False,False,False,0,1.5,Completed
P004510,2026-04-06,AC0017,Tax,GBP,429350.87,False,True,False,False,0,1.5,Pending
P004747,2026-04-06,AC0001,Wire,USD,4159.18,True,True,False,False,0,43.5,Completed
P004869,2026-04-06,AC0050,Local transfer,HKD,9789.01,False,False,False,False,0,1.5,Completed
P004955,2026-04-06,AC0035,Internal transfer,SGD,16528.48,False,False,False,False,0,1.5,Completed
P004981,2026-04-06,AC0021,ACH,EUR,2933.38,False,True,False,False,0,1.5,Completed
P005132,2026-04-06,AC0038,Local transfer,USD,27352.73,False,False,False,False,0,1.5,Completed
P005154,2026-04-06,AC0043,ACH,JPY,8426.49,False,False,True,False,54,16.5,Repaired
P005294,2026-04-06,AC0010,Local transfer,USD,5489.14,False,False,False,False,0,1.5,Completed
P005295,2026-04-06,AC0044,Wire,KRW,1876.17,False,False,False,False,0,19.5,Completed
P005296,2026-04-06,AC0042,ACH,USD,7845.63,False,True,True,False,30,16.5,Repaired
P005422,2026-04-06,AC0046,ACH,KRW,31014.94,False,False,False,False,0,1.5,Completed
P005638,2026-04-06,AC0003,Tax,USD,36250.34,False,False,False,False,0,1.5,Completed
P005740,2026-04-06,AC0042,Payroll,USD,21460.33,False,False,False,False,0,1.5,Completed
P005820,2026-04-06,AC0050,Wire,HKD,98242.25,False,False,False,False,0,19.5,Completed
P005829,2026-04-06,AC0044,ACH,KRW,2270.87,False,False,False,False,0,1.5,Completed
P006261,2026-04-06,AC0017,Internal transfer,GBP,13679.29,False,False,False,False,0,1.5,Completed
P006381,2026-04-06,AC0028,Local transfer,EUR,614.35,False,False,False,False,0,1.5,Completed
P006433,2026-04-06,AC0034,Local transfer,USD,9159.05,False,True,False,True,0,1.5,Completed
P006541,2026-04-06,AC0032,Local transfer,EUR,92153.77,False,False,False,False,0,1.5,Completed
P006560,2026-04-06,AC0040,Payroll,AUD,29112.8,False,False,False,False,0,1.5,Completed
P006590,2026-04-06,AC0014,Local transfer,CAD,5829.14,False,False,False,False,0,1.5,Completed
P006738,2026-04-06,AC0035,Internal transfer,SGD,10384.68,False,False,False,False,0,1.5,Completed
P006845,2026-04-06,AC0050,Payroll,HKD,23129.69,False,False,False,False,0,1.5,Completed
P006852,2026-04-06,AC0014,Wire,CAD,14258.45,True,False,True,True,21,58.5,Repaired
P006870,2026-04-06,AC0001,Local transfer,USD,30392.88,False,True,False,False,0,1.5,Completed
P006940,2026-04-06,AC0014,ACH,CAD,7527.68,False,False,False,False,0,1.5,Completed
P007097,2026-04-06,AC0017,Local transfer,GBP,17633.79,False,True,False,False,0,1.5,Completed
P007128,2026-04-06,AC0014,Wire,CAD,26141.36,False,False,False,False,0,19.5,Completed
P007172,2026-04-06,AC0041,ACH,JPY,13153.42,False,False,False,False,0,1.5,Completed
P007358,2026-04-06,AC0028,ACH,EUR,6271.09,False,True,False,False,0,1.5,Completed
P007383,2026-04-06,AC0021,Local transfer,EUR,2157.09,False,True,False,False,0,1.5,Completed
P007385,2026-04-06,AC0031,Local transfer,USD,13238.39,False,True,False,False,0,1.5,Completed
P007522,2026-04-06,AC0001,Local transfer,USD,25542.69,False,True,False,False,0,1.5,Completed
P000036,2026-04-07,AC0005,Payroll,USD,96502.34,False,False,False,False,0,1.5,Completed
P000089,2026-04-07,AC0001,Local transfer,USD,12433.03,False,True,False,False,0,1.5,Completed
P000525,2026-04-07,AC0018,Local transfer,GBP,8892.02,False,False,False,False,0,1.5,Completed
P000709,2026-04-07,AC0030,ACH,USD,18268.39,False,False,False,False,0,1.5,Completed
P000792,2026-04-07,AC0014,Wire,CAD,29184.42,False,False,False,False,0,19.5,Completed
P000973,2026-04-07,AC0010,Local transfer,USD,26236.38,False,True,False,False,0,1.5,Completed
P001010,2026-04-07,AC0047,Payroll,INR,257559.77,False,False,False,False,0,1.5,Completed
P001160,2026-04-07,AC0031,Local transfer,USD,18136.84,False,False,False,False,0,1.5,Completed
P001285,2026-04-07,AC0053,Local transfer,USD,12739.7,False,True,False,False,0,1.5,Completed
P001484,2026-04-07,AC0031,Local transfer,USD,542006.18,False,False,False,False,0,1.5,Completed
P001789,2026-04-07,AC0019,Wire,GBP,22763.91,True,True,False,False,0,43.5,Completed
P001826,2026-04-07,AC0044,ACH,KRW,3878.3,False,False,False,False,0,1.5,Completed
P002115,2026-04-07,AC0044,Internal transfer,KRW,12549.38,False,False,False,False,0,1.5,Completed
P002157,2026-04-07,AC0047,ACH,INR,58341.46,False,False,False,False,0,1.5,Completed
P002253,2026-04-07,AC0025,Local transfer,EUR,3601.35,False,False,False,False,0,1.5,Completed
P002389,2026-04-07,AC0020,Wire,GBP,6472.81,True,False,False,False,0,43.5,Completed
P002441,2026-04-07,AC0055,Local transfer,USD,22488.58,False,True,False,False,0,1.5,Completed
P002562,2026-04-07,AC0053,Payroll,USD,25161.31,False,False,False,False,0,1.5,Completed
P002639,2026-04-07,AC0041,Local transfer,JPY,9195.35,False,False,False,False,0,1.5,Completed
P002644,2026-04-07,AC0030,Wire,USD,380311.06,True,False,False,False,0,43.5,Completed
P002696,2026-04-07,AC0001,Local transfer,USD,2562.82,False,False,False,False,0,1.5,Completed
P002781,2026-04-07,AC0054,Internal transfer,USD,7794.38,False,False,False,False,0,1.5,Completed
P002862,2026-04-07,AC0021,Wire,EUR,228829.64,True,False,False,False,0,43.5,Completed
P002937,2026-04-07,AC0013,Wire,USD,32831.8,False,False,False,False,0,19.5,Completed
P003096,2026-04-07,AC0019,ACH,GBP,5647.8,False,False,False,False,0,1.5,Completed
P003123,2026-04-07,AC0014,Local transfer,CAD,3225.01,False,False,False,False,0,1.5,Completed
P003516,2026-04-07,AC0001,Local transfer,USD,17498.26,False,False,False,False,0,1.5,Completed
P003553,2026-04-07,AC0025,Local transfer,EUR,32927.22,False,False,False,False,0,1.5,Completed
P003767,2026-04-07,AC0027,Local transfer,EUR,7979.21,False,False,False,False,0,1.5,Completed
P003945,2026-04-07,AC0050,Local transfer,HKD,9183.73,False,True,False,False,0,1.5,Completed
P004052,2026-04-07,AC0042,ACH,USD,18958.7,False,False,False,False,0,1.5,Completed
P004081,2026-04-07,AC0025,Payroll,EUR,300365.26,False,True,False,False,0,1.5,Completed
P004251,2026-04-07,AC0049,Local transfer,USD,60859.29,False,False,False,False,0,1.5,Completed
P004362,2026-04-07,AC0044,Wire,KRW,2636.69,True,True,False,False,0,43.5,Completed
P004639,2026-04-07,AC0041,Internal transfer,JPY,39728.04,False,False,False,False,0,1.5,Completed
P004728,2026-04-07,AC0043,Internal transfer,JPY,2556.5,False,True,False,False,0,1.5,Completed
P004819,2026-04-07,AC0005,ACH,USD,8671.44,False,False,False,False,0,1.5,Completed
P005032,2026-04-07,AC0012,Local transfer,USD,7564.28,False,False,False,False,0,1.5,Completed
P005082,2026-04-07,AC0051,Local transfer,HKD,3245.21,False,True,False,False,0,1.5,Completed
P005351,2026-04-07,AC0021,ACH,EUR,51447.76,False,True,False,False,0,1.5,Completed
P005635,2026-04-07,AC0041,ACH,JPY,32429.62,False,False,False,False,0,1.5,Completed
P005679,2026-04-07,AC0003,ACH,USD,6209.01,False,False,False,False,0,1.5,Completed
P005855,2026-04-07,AC0010,Payroll,USD,13278.02,False,False,False,False,0,1.5,Completed
P005871,2026-04-07,AC0001,Internal transfer,USD,21419.73,False,False,False,False,0,1.5,Completed
P005887,2026-04-07,AC0053,Payroll,USD,980773.77,False,False,False,False,0,1.5,Completed
P005910,2026-04-07,AC0030,Internal transfer,USD,21300.17,False,False,False,False,0,1.5,Completed
P006130,2026-04-07,AC0017,Local transfer,GBP,869.28,False,True,False,True,0,1.5,Completed
P006155,2026-04-07,AC0033,Tax,EUR,111812.42,False,False,False,False,0,1.5,Completed
P006188,2026-04-07,AC0026,Local transfer,USD,27879.73,False,True,False,False,0,1.5,Completed
P006237,2026-04-07,AC0014,ACH,CAD,39059.66,False,False,False,False,0,1.5,Completed
P006327,2026-04-07,AC0016,Local transfer,CAD,8330.58,False,True,False,False,0,1.5,Completed
P006385,2026-04-07,AC0050,ACH,HKD,2546.7,False,True,False,False,0,1.5,Completed
P006527,2026-04-07,AC0043,Wire,JPY,9391.73,False,True,False,False,0,19.5,Completed
P006783,2026-04-07,AC0012,Local transfer,USD,16216.07,False,False,False,False,0,1.5,Completed
P006871,2026-04-07,AC0044,ACH,KRW,8271.55,False,False,False,False,0,1.5,Completed
P006939,2026-04-07,AC0044,ACH,KRW,4789.58,False,True,False,False,0,1.5,Completed
P006984,2026-04-07,AC0020,ACH,GBP,17861.05,False,False,False,False,0,1.5,Completed
P007157,2026-04-07,AC0043,Internal transfer,JPY,5453.96,False,False,False,False,0,1.5,Completed
P007178,2026-04-07,AC0040,Local transfer,AUD,24703.66,False,False,False,False,0,1.5,Completed
P007263,2026-04-07,AC0005,Wire,USD,12007.87,False,False,False,False,0,19.5,Completed
P007277,2026-04-07,AC0010,Wire,USD,60508.79,True,True,False,False,0,43.5,Completed
P007283,2026-04-07,AC0044,Internal transfer,KRW,11518.01,False,True,False,False,0,1.5,Completed
P007409,2026-04-07,AC0010,ACH,USD,14154.13,False,False,False,False,0,1.5,Completed
P007519,2026-04-07,AC0034,Wire,USD,54298.94,False,True,False,False,0,19.5,Completed
P007542,2026-04-07,AC0021,Payroll,EUR,6989.86,False,False,False,False,0,1.5,Completed
P007580,2026-04-07,AC0014,Payroll,CAD,29946.24,False,False,False,True,0,1.5,Completed
P000107,2026-04-08,AC0012,Local transfer,USD,3665.21,False,False,False,False,0,1.5,Completed
P000317,2026-04-08,AC0040,Payroll,AUD,245227.47,False,False,False,False,0,1.5,Completed
P000425,2026-04-08,AC0042,Wire,USD,2192.49,True,False,False,False,0,43.5,Completed
P000432,2026-04-08,AC0028,ACH,EUR,3113.33,False,False,False,False,0,1.5,Completed
P000607,2026-04-08,AC0001,Local transfer,USD,2153.65,False,True,False,False,0,1.5,Completed
P000719,2026-04-08,AC0007,Local transfer,USD,35180.44,False,False,False,False,0,1.5,Completed
P000806,2026-04-08,AC0002,Tax,USD,491090.44,False,False,False,False,0,1.5,Completed
P000852,2026-04-08,AC0028,Internal transfer,EUR,28887.19,False,False,False,False,0,1.5,Completed
P000896,2026-04-08,AC0030,Local transfer,USD,8332.03,False,False,False,False,0,1.5,Completed
P000970,2026-04-08,AC0031,Internal transfer,USD,7667.21,False,False,False,False,0,1.5,Completed
P000990,2026-04-08,AC0038,Wire,USD,71981.45,True,False,False,False,0,43.5,Completed
P001087,2026-04-08,AC0021,ACH,EUR,49648.38,False,False,False,False,0,1.5,Completed
P001241,2026-04-08,AC0038,ACH,USD,34129.34,False,False,False,True,0,1.5,Completed
P001388,2026-04-08,AC0001,Tax,USD,46621.79,False,True,False,False,0,1.5,Completed
P001537,2026-04-08,AC0038,Local transfer,USD,8608.4,False,False,False,False,0,1.5,Completed
P001687,2026-04-08,AC0014,Internal transfer,CAD,10525.9,False,False,False,False,0,1.5,Completed
P001843,2026-04-08,AC0017,Local transfer,GBP,28550.6,False,False,False,False,0,1.5,Completed
P001901,2026-04-08,AC0014,Local transfer,CAD,22296.32,False,True,False,False,0,1.5,Completed
P002010,2026-04-08,AC0025,Local transfer,EUR,48775.82,False,False,False,False,0,1.5,Completed
P002088,2026-04-08,AC0046,ACH,KRW,1162.34,False,True,False,False,0,1.5,Completed
P002553,2026-04-08,AC0005,Wire,USD,16782.64,False,False,False,False,0,19.5,Completed
P002713,2026-04-08,AC0001,Wire,USD,97304.63,False,True,False,False,0,19.5,Completed
P003097,2026-04-08,AC0013,Payroll,USD,96807.91,False,False,False,False,0,1.5,Completed
P003117,2026-04-08,AC0021,Local transfer,EUR,11483.02,False,True,False,False,0,1.5,Completed
P003216,2026-04-08,AC0038,Payroll,USD,31254.58,False,False,False,False,0,1.5,Completed
