date,entity_id,entity_name,region,account_count,positive_account_count,negative_account_count,gross_account_positive_available_usd,gross_account_negative_available_usd,entity_net_estimated_available_usd,within_entity_mixed_sign_flag,entity_net_deficit_flag,evidence_label,decision_boundary
2026-03-29,E015,Aurelius Hong Kong,APAC,3,3,0,492264.53052150965,0.0,492264.53052150965,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-29,E016,Aurelius Global Sourcing,APAC,3,3,0,2807443.69,0.0,2807443.69,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E001,Aurelius Group Holdings,NA,4,4,0,3392694.85,0.0,3392694.85,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E002,Aurelius Home US,NA,5,5,0,7139498.13,0.0,7139498.13,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E003,Aurelius Wellness US,NA,4,4,0,7552215.37,0.0,7552215.37,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E004,Aurelius Canada,NA,3,3,0,2209313.8017274286,0.0,2209313.8017274286,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E005,Aurelius UK,EMEA,4,4,0,4977896.196638982,0.0,4977896.196638982,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E006,Aurelius Germany,EMEA,4,4,0,8122281.575096113,0.0,8122281.575096113,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E007,Aurelius France,EMEA,3,2,1,1261830.117155786,-1103891.3551043067,157938.7620514792,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E008,Aurelius Netherlands,EMEA,3,3,0,5343240.967234502,0.0,5343240.967234502,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E009,Aurelius Spain,EMEA,3,3,0,3793162.9777185265,0.0,3793162.9777185265,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E010,Aurelius Singapore,APAC,4,3,1,1352573.379462624,-818170.02,534403.3594626241,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E011,Aurelius Australia,APAC,3,3,0,6761946.983734327,0.0,6761946.983734327,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E012,Aurelius Japan,APAC,3,3,0,508357.8009961065,0.0,508357.8009961065,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E013,Aurelius Korea,APAC,3,3,0,3290.5637451396,0.0,3290.5637451396,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E014,Aurelius India,APAC,3,3,0,573210.6063435845,0.0,573210.6063435845,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E015,Aurelius Hong Kong,APAC,3,3,0,455622.5866810646,0.0,455622.5866810646,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-30,E016,Aurelius Global Sourcing,APAC,3,3,0,2710437.75,0.0,2710437.75,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E001,Aurelius Group Holdings,NA,4,4,0,3763540.41,0.0,3763540.41,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E002,Aurelius Home US,NA,5,5,0,7158661.6,0.0,7158661.6,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E003,Aurelius Wellness US,NA,4,4,0,7453629.779999999,0.0,7453629.779999999,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E004,Aurelius Canada,NA,3,3,0,2219610.5142256333,0.0,2219610.5142256333,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E005,Aurelius UK,EMEA,4,4,0,4923304.20847365,0.0,4923304.20847365,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E006,Aurelius Germany,EMEA,4,4,0,7724625.557703703,0.0,7724625.557703703,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E007,Aurelius France,EMEA,3,2,1,1210273.2810613513,-1202882.3127367015,7390.96832464973,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E008,Aurelius Netherlands,EMEA,3,3,0,5165044.427673766,0.0,5165044.427673766,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E009,Aurelius Spain,EMEA,3,3,0,4199296.71500372,0.0,4199296.71500372,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E010,Aurelius Singapore,APAC,4,3,1,993323.4545531905,-902610.05,90713.40455319043,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E011,Aurelius Australia,APAC,3,3,0,6916785.072647683,0.0,6916785.072647683,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E012,Aurelius Japan,APAC,3,3,0,547956.490493697,0.0,547956.490493697,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E013,Aurelius Korea,APAC,3,3,0,2750.6869817079996,0.0,2750.6869817079996,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E014,Aurelius India,APAC,3,3,0,498405.022930394,0.0,498405.022930394,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E015,Aurelius Hong Kong,APAC,3,3,0,402930.9030184146,0.0,402930.9030184146,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-03-31,E016,Aurelius Global Sourcing,APAC,3,3,0,2707246.67,0.0,2707246.67,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E001,Aurelius Group Holdings,NA,4,4,0,3588041.57,0.0,3588041.57,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E002,Aurelius Home US,NA,5,5,0,7227512.23,0.0,7227512.23,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E003,Aurelius Wellness US,NA,4,4,0,6494420.12,0.0,6494420.12,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E004,Aurelius Canada,NA,3,3,0,2364623.088805116,0.0,2364623.088805116,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E005,Aurelius UK,EMEA,4,4,0,5164597.043154662,0.0,5164597.043154662,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E006,Aurelius Germany,EMEA,4,4,0,8146930.646835144,0.0,8146930.646835144,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E007,Aurelius France,EMEA,3,2,1,1142404.4792674182,-1098673.0213208762,43731.457946541894,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E008,Aurelius Netherlands,EMEA,3,3,0,5822013.634142841,0.0,5822013.634142841,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E009,Aurelius Spain,EMEA,3,3,0,3507844.8405377287,0.0,3507844.8405377287,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E010,Aurelius Singapore,APAC,4,3,1,1051844.365931933,-1027105.68,24738.685931932883,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E011,Aurelius Australia,APAC,3,3,0,7304299.326532724,0.0,7304299.326532724,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E012,Aurelius Japan,APAC,3,3,0,473682.22387291945,0.0,473682.22387291945,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E013,Aurelius Korea,APAC,3,3,0,2982.148226345,0.0,2982.148226345,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E014,Aurelius India,APAC,3,3,0,402024.5041662202,0.0,402024.5041662202,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E015,Aurelius Hong Kong,APAC,3,3,0,382738.9663810872,0.0,382738.9663810872,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-01,E016,Aurelius Global Sourcing,APAC,3,3,0,2623409.27,0.0,2623409.27,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E001,Aurelius Group Holdings,NA,4,4,0,3836078.1399999997,0.0,3836078.1399999997,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E002,Aurelius Home US,NA,5,5,0,7285801.45,0.0,7285801.45,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E003,Aurelius Wellness US,NA,4,4,0,7525959.43,0.0,7525959.43,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E004,Aurelius Canada,NA,3,3,0,2374736.317558979,0.0,2374736.317558979,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E005,Aurelius UK,EMEA,4,4,0,5309563.009779495,0.0,5309563.009779495,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E006,Aurelius Germany,EMEA,4,4,0,9543451.29277853,0.0,9543451.29277853,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E007,Aurelius France,EMEA,3,2,1,1473706.5752519881,-1179633.1759127292,294073.3993392588,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E008,Aurelius Netherlands,EMEA,3,3,0,6249691.449920907,0.0,6249691.449920907,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E009,Aurelius Spain,EMEA,3,3,0,3742585.5838007894,0.0,3742585.5838007894,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E010,Aurelius Singapore,APAC,4,3,1,1195444.5718982145,-974057.69,221386.88189821455,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E011,Aurelius Australia,APAC,3,3,0,8794192.386250364,0.0,8794192.386250364,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E012,Aurelius Japan,APAC,3,3,0,524466.1960845729,0.0,524466.1960845729,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E013,Aurelius Korea,APAC,3,3,0,3316.4722157372003,0.0,3316.4722157372003,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E014,Aurelius India,APAC,3,3,0,490024.767596268,0.0,490024.767596268,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E015,Aurelius Hong Kong,APAC,3,3,0,498132.9990198463,0.0,498132.9990198463,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-02,E016,Aurelius Global Sourcing,APAC,3,3,0,2728474.12,0.0,2728474.12,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E001,Aurelius Group Holdings,NA,4,4,0,3673765.22,0.0,3673765.22,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E002,Aurelius Home US,NA,5,5,0,7589228.399999999,0.0,7589228.399999999,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E003,Aurelius Wellness US,NA,4,4,0,6567268.58,0.0,6567268.58,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E004,Aurelius Canada,NA,3,3,0,2276153.6907027746,0.0,2276153.6907027746,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E005,Aurelius UK,EMEA,4,4,0,5807296.435448583,0.0,5807296.435448583,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E006,Aurelius Germany,EMEA,4,4,0,9430381.616456263,0.0,9430381.616456263,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E007,Aurelius France,EMEA,3,2,1,1484082.0719433064,-1314890.7424394996,169191.32950380683,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E008,Aurelius Netherlands,EMEA,3,3,0,6888349.871402072,0.0,6888349.871402072,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E009,Aurelius Spain,EMEA,3,3,0,3836509.757535062,0.0,3836509.757535062,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E010,Aurelius Singapore,APAC,4,3,1,1121456.5319511148,-954999.47,166457.06195111477,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E011,Aurelius Australia,APAC,3,3,0,7697331.57515448,0.0,7697331.57515448,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E012,Aurelius Japan,APAC,3,3,0,557967.7840308966,0.0,557967.7840308966,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E013,Aurelius Korea,APAC,3,3,0,3066.4366916168,0.0,3066.4366916168,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E014,Aurelius India,APAC,3,3,0,587024.2912216336,0.0,587024.2912216336,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E015,Aurelius Hong Kong,APAC,3,3,0,451026.60235481104,0.0,451026.60235481104,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-03,E016,Aurelius Global Sourcing,APAC,3,3,0,2453545.3,0.0,2453545.3,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E001,Aurelius Group Holdings,NA,4,4,0,3639505.8000000003,0.0,3639505.8000000003,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E002,Aurelius Home US,NA,5,5,0,7900256.22,0.0,7900256.22,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E003,Aurelius Wellness US,NA,4,4,0,8076778.34,0.0,8076778.34,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E004,Aurelius Canada,NA,3,3,0,2096644.6556726638,0.0,2096644.6556726638,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E005,Aurelius UK,EMEA,4,4,0,5446684.999061797,0.0,5446684.999061797,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E006,Aurelius Germany,EMEA,4,4,0,8338774.602813055,0.0,8338774.602813055,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E007,Aurelius France,EMEA,3,2,1,1203436.7907524176,-904934.7098711173,298502.0808813003,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E008,Aurelius Netherlands,EMEA,3,3,0,6589789.846397781,0.0,6589789.846397781,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E009,Aurelius Spain,EMEA,3,3,0,3450134.3211734905,0.0,3450134.3211734905,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E010,Aurelius Singapore,APAC,4,3,1,1091326.2290702928,-815568.3,275757.9290702927,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E011,Aurelius Australia,APAC,3,3,0,6511027.851355222,0.0,6511027.851355222,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E012,Aurelius Japan,APAC,3,3,0,543024.8493300617,0.0,543024.8493300617,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E013,Aurelius Korea,APAC,3,3,0,3404.328623252,0.0,3404.328623252,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E014,Aurelius India,APAC,3,3,0,536051.2625037513,0.0,536051.2625037513,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E015,Aurelius Hong Kong,APAC,3,3,0,446386.5336055076,0.0,446386.5336055076,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-04,E016,Aurelius Global Sourcing,APAC,3,3,0,2857481.0,0.0,2857481.0,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E001,Aurelius Group Holdings,NA,4,4,0,3726131.61,0.0,3726131.61,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E002,Aurelius Home US,NA,5,5,0,7957006.75,0.0,7957006.75,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E003,Aurelius Wellness US,NA,4,4,0,7771326.63,0.0,7771326.63,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E004,Aurelius Canada,NA,3,3,0,2251082.36946896,0.0,2251082.36946896,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E005,Aurelius UK,EMEA,4,4,0,4860340.980627276,0.0,4860340.980627276,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E006,Aurelius Germany,EMEA,4,4,0,8490066.755113875,0.0,8490066.755113875,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E007,Aurelius France,EMEA,3,2,1,1316343.216422255,-1056902.2718903474,259440.94453190756,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E008,Aurelius Netherlands,EMEA,3,3,0,5865811.920118631,0.0,5865811.920118631,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E009,Aurelius Spain,EMEA,3,3,0,3869083.3125349795,0.0,3869083.3125349795,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E010,Aurelius Singapore,APAC,4,3,1,1362060.1050822234,-945202.81,416857.29508222337,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E011,Aurelius Australia,APAC,3,3,0,6734398.49775708,0.0,6734398.49775708,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E012,Aurelius Japan,APAC,3,3,0,626335.181989931,0.0,626335.181989931,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E013,Aurelius Korea,APAC,3,3,0,3067.4166766591998,0.0,3067.4166766591998,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E014,Aurelius India,APAC,3,3,0,538149.7543372692,0.0,538149.7543372692,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E015,Aurelius Hong Kong,APAC,3,3,0,463460.68392446294,0.0,463460.68392446294,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-05,E016,Aurelius Global Sourcing,APAC,3,3,0,2918409.55,0.0,2918409.55,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E001,Aurelius Group Holdings,NA,4,4,0,3694500.5,0.0,3694500.5,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E002,Aurelius Home US,NA,5,5,0,7170003.680000001,0.0,7170003.680000001,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E003,Aurelius Wellness US,NA,4,4,0,8043953.91,0.0,8043953.91,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E004,Aurelius Canada,NA,3,3,0,2330302.727212917,0.0,2330302.727212917,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E005,Aurelius UK,EMEA,4,4,0,4572497.667701685,0.0,4572497.667701685,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E006,Aurelius Germany,EMEA,4,4,0,7638130.022815347,0.0,7638130.022815347,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E007,Aurelius France,EMEA,3,2,1,1113449.3726041152,-1030820.9981923081,82628.37441180699,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E008,Aurelius Netherlands,EMEA,3,3,0,5468857.567909533,0.0,5468857.567909533,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E009,Aurelius Spain,EMEA,3,3,0,3860446.1751925144,0.0,3860446.1751925144,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E010,Aurelius Singapore,APAC,4,3,1,1230178.80145832,-872142.55,358036.25145832,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E011,Aurelius Australia,APAC,3,3,0,6604397.037483476,0.0,6604397.037483476,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E012,Aurelius Japan,APAC,3,3,0,647996.328896236,0.0,647996.328896236,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E013,Aurelius Korea,APAC,3,3,0,3259.3469252208,0.0,3259.3469252208,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E014,Aurelius India,APAC,3,3,0,525285.904465641,0.0,525285.904465641,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E015,Aurelius Hong Kong,APAC,3,3,0,445754.40912829095,0.0,445754.40912829095,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-06,E016,Aurelius Global Sourcing,APAC,3,3,0,3073181.96,0.0,3073181.96,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E001,Aurelius Group Holdings,NA,4,4,0,3638168.11,0.0,3638168.11,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E002,Aurelius Home US,NA,5,5,0,7283327.66,0.0,7283327.66,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E003,Aurelius Wellness US,NA,4,4,0,7132930.04,0.0,7132930.04,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E004,Aurelius Canada,NA,3,3,0,2221935.525464038,0.0,2221935.525464038,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E005,Aurelius UK,EMEA,4,4,0,4513096.472031371,0.0,4513096.472031371,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E006,Aurelius Germany,EMEA,4,4,0,8450457.304005068,0.0,8450457.304005068,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E007,Aurelius France,EMEA,3,2,1,1282129.2148774446,-1245026.6782837154,37102.536593729106,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E008,Aurelius Netherlands,EMEA,3,3,0,5093087.422925514,0.0,5093087.422925514,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E009,Aurelius Spain,EMEA,3,3,0,4500805.393513166,0.0,4500805.393513166,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E010,Aurelius Singapore,APAC,4,3,1,984967.584233105,-945714.37,39253.21423310501,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E011,Aurelius Australia,APAC,3,3,0,7500612.711423278,0.0,7500612.711423278,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E012,Aurelius Japan,APAC,3,3,0,473070.4293661304,0.0,473070.4293661304,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-04-07,E013,Aurelius Korea,APAC,3,3,0,2681.4412069758,0.0,2681.4412069758,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
