payment_id,date,account_id,entity_id,entity_name,region,currency,bank_name,priority_payment_cohort,exception_flag,repair_minutes
P000085,2026-03-30,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P000228,2026-03-30,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Neither priority cohort,False,0
P000342,2026-03-30,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P000527,2026-03-30,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Neither priority cohort,True,40
P000591,2026-03-30,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P000679,2026-03-30,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P000755,2026-03-30,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000975,2026-03-30,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P001052,2026-03-30,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch + cross-border wire,False,0
P001090,2026-03-30,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P001136,2026-03-30,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P001155,2026-03-30,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P001375,2026-03-30,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P001486,2026-03-30,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P001656,2026-03-30,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Manual touch only,False,0
P001764,2026-03-30,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Cross-border wire only,True,13
P002197,2026-03-30,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch + cross-border wire,False,0
P002355,2026-03-30,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P002433,2026-03-30,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002451,2026-03-30,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P002498,2026-03-30,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P002812,2026-03-30,AC0040,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P002880,2026-03-30,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P003134,2026-03-30,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Cross-border wire only,False,0
P003181,2026-03-30,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003338,2026-03-30,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,True,55
P003343,2026-03-30,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P003369,2026-03-30,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P003438,2026-03-30,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P003633,2026-03-30,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P003638,2026-03-30,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,False,0
P003640,2026-03-30,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Manual touch + cross-border wire,False,0
P003857,2026-03-30,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Cross-border wire only,False,0
P003890,2026-03-30,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P003973,2026-03-30,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P004034,2026-03-30,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004211,2026-03-30,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Cross-border wire only,False,0
P004216,2026-03-30,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004331,2026-03-30,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P004593,2026-03-30,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004919,2026-03-30,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P005077,2026-03-30,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Cross-border wire only,False,0
P005222,2026-03-30,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005253,2026-03-30,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P005467,2026-03-30,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch + cross-border wire,False,0
P005579,2026-03-30,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P005758,2026-03-30,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005876,2026-03-30,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Manual touch only,False,0
P005945,2026-03-30,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006459,2026-03-30,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,True,40
P006822,2026-03-30,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P006957,2026-03-30,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P007061,2026-03-30,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P007136,2026-03-30,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P007359,2026-03-30,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P007421,2026-03-30,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P007488,2026-03-30,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P007516,2026-03-30,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P007528,2026-03-30,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P000181,2026-03-31,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P000386,2026-03-31,AC0029,E008,Aurelius Netherlands,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P000632,2026-03-31,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Cross-border wire only,False,0
P000633,2026-03-31,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000663,2026-03-31,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P000801,2026-03-31,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P000849,2026-03-31,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Cross-border wire only,False,0
P000989,2026-03-31,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001033,2026-03-31,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P001147,2026-03-31,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch + cross-border wire,False,0
P001279,2026-03-31,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P001335,2026-03-31,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Cross-border wire only,False,0
P001432,2026-03-31,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch + cross-border wire,False,0
P001583,2026-03-31,AC0008,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P001679,2026-03-31,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001777,2026-03-31,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,Manual touch only,False,0
P001855,2026-03-31,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Manual touch + cross-border wire,False,0
P001872,2026-03-31,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P001992,2026-03-31,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P002391,2026-03-31,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P002494,2026-03-31,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002566,2026-03-31,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002597,2026-03-31,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P002832,2026-03-31,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Cross-border wire only,False,0
P003398,2026-03-31,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003639,2026-03-31,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P003770,2026-03-31,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P003827,2026-03-31,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P003949,2026-03-31,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,True,39
P003970,2026-03-31,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P004196,2026-03-31,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P004296,2026-03-31,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P004394,2026-03-31,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P004529,2026-03-31,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P004568,2026-03-31,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P004597,2026-03-31,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004775,2026-03-31,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P004945,2026-03-31,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P005254,2026-03-31,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Manual touch only,False,0
P005363,2026-03-31,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005364,2026-03-31,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Manual touch only,False,0
P005381,2026-03-31,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P005549,2026-03-31,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005954,2026-03-31,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P006127,2026-03-31,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P006695,2026-03-31,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P006956,2026-03-31,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P006999,2026-03-31,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P007204,2026-03-31,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P007261,2026-03-31,AC0018,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P007570,2026-03-31,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P000088,2026-04-01,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Manual touch + cross-border wire,False,0
P000169,2026-04-01,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P000259,2026-04-01,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P000415,2026-04-01,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P001349,2026-04-01,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P001393,2026-04-01,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P001478,2026-04-01,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001616,2026-04-01,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001701,2026-04-01,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P001951,2026-04-01,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P002044,2026-04-01,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P002216,2026-04-01,AC0006,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P002245,2026-04-01,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P002631,2026-04-01,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002693,2026-04-01,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P002774,2026-04-01,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,True,72
P002821,2026-04-01,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002980,2026-04-01,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Cross-border wire only,False,0
P003009,2026-04-01,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Manual touch only,False,0
P003166,2026-04-01,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P003217,2026-04-01,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P003228,2026-04-01,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P003341,2026-04-01,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P003427,2026-04-01,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P003429,2026-04-01,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P003565,2026-04-01,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P003648,2026-04-01,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch + cross-border wire,False,0
P003656,2026-04-01,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P003719,2026-04-01,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P003765,2026-04-01,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Manual touch only,False,0
P003889,2026-04-01,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P004011,2026-04-01,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004078,2026-04-01,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004378,2026-04-01,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P004384,2026-04-01,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004738,2026-04-01,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Cross-border wire only,False,0
P004752,2026-04-01,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Manual touch + cross-border wire,False,0
P004858,2026-04-01,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,True,44
P004871,2026-04-01,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,True,25
P004877,2026-04-01,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004983,2026-04-01,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P005023,2026-04-01,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P005379,2026-04-01,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P005427,2026-04-01,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P005435,2026-04-01,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P005465,2026-04-01,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P005509,2026-04-01,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P005546,2026-04-01,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P005736,2026-04-01,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005880,2026-04-01,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P006099,2026-04-01,AC0040,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P006366,2026-04-01,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Neither priority cohort,False,0
P006414,2026-04-01,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006495,2026-04-01,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P006603,2026-04-01,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P006967,2026-04-01,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P007012,2026-04-01,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Manual touch + cross-border wire,False,0
P007114,2026-04-01,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P007156,2026-04-01,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,Neither priority cohort,False,0
P007161,2026-04-01,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P007362,2026-04-01,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P007534,2026-04-01,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P000071,2026-04-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,True,58
P000179,2026-04-02,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,True,29
P000253,2026-04-02,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000321,2026-04-02,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P000489,2026-04-02,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P000650,2026-04-02,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P000877,2026-04-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,True,36
P000913,2026-04-02,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Cross-border wire only,False,0
P000925,2026-04-02,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P001111,2026-04-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P001122,2026-04-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,True,61
P001240,2026-04-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P001284,2026-04-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P001297,2026-04-02,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P001445,2026-04-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001458,2026-04-02,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,Manual touch only,False,0
P001515,2026-04-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P001546,2026-04-02,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P001617,2026-04-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P001681,2026-04-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001689,2026-04-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P002015,2026-04-02,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Cross-border wire only,False,0
P002085,2026-04-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Manual touch only,False,0
P002143,2026-04-02,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,Cross-border wire only,False,0
P002242,2026-04-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002370,2026-04-02,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Manual touch only,False,0
P002598,2026-04-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P002768,2026-04-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002920,2026-04-02,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Manual touch only,False,0
P003043,2026-04-02,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P003139,2026-04-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch + cross-border wire,False,0
P004111,2026-04-02,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Neither priority cohort,False,0
P004155,2026-04-02,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Neither priority cohort,False,0
P004327,2026-04-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,True,25
P004512,2026-04-02,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Manual touch only,False,0
P004575,2026-04-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch + cross-border wire,False,0
P004602,2026-04-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Cross-border wire only,False,0
P004902,2026-04-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005041,2026-04-02,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P005101,2026-04-02,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P005291,2026-04-02,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P005332,2026-04-02,AC0018,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P005371,2026-04-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Manual touch only,False,0
P005442,2026-04-02,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P005551,2026-04-02,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005586,2026-04-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P005627,2026-04-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,True,29
P005636,2026-04-02,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P005733,2026-04-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005932,2026-04-02,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch + cross-border wire,False,0
P006019,2026-04-02,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P006149,2026-04-02,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,True,74
P006192,2026-04-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P006236,2026-04-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006244,2026-04-02,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P006452,2026-04-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006636,2026-04-02,AC0035,E010,Aurelius Singapore,APAC,SGD,Pacific Crown,Manual touch only,False,0
P006715,2026-04-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006737,2026-04-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006802,2026-04-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P007240,2026-04-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P007290,2026-04-02,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P007367,2026-04-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Cross-border wire only,True,44
P007487,2026-04-02,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,True,57
P000224,2026-04-03,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Neither priority cohort,False,0
P000256,2026-04-03,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P000300,2026-04-03,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P000741,2026-04-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P000816,2026-04-03,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P000893,2026-04-03,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P000958,2026-04-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P000965,2026-04-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
